Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,DaysoftheWeek
4702921684,5/10/2016,1,416,431,Tue
4702921684,5/11/2016,1,354,366,Wed
4702921684,5/12/2016,1,404,442,Thu
5553957443,4/12/2016,1,441,464,Tue
5553957443,4/13/2016,2,455,488,Wed
5553957443,4/14/2016,1,357,418,Thu
5553957443,4/15/2016,1,377,409,Fri
5553957443,4/16/2016,2,651,686,Sat
5553957443,4/17/2016,1,350,402,Sun
5553957443,4/18/2016,2,520,541,Mon
5553957443,4/19/2016,1,357,410,Tue
5553957443,4/20/2016,1,658,678,Wed
5553957443,4/21/2016,1,399,431,Thu
5553957443,4/22/2016,1,322,353,Fri
5553957443,4/23/2016,2,631,725,Sat
5553957443,4/24/2016,2,553,640,Sun
5553957443,4/25/2016,1,433,468,Mon
5553957443,4/26/2016,1,412,453,Tue
5553957443,4/27/2016,1,347,391,Wed
5553957443,4/28/2016,1,421,457,Thu
5553957443,4/29/2016,1,450,495,Fri
5553957443,4/30/2016,2,775,843,Sat
5553957443,5/1/2016,2,622,686,Sun
5553957443,5/2/2016,1,409,471,Mon
5553957443,5/3/2016,1,380,429,Tue
5553957443,5/4/2016,1,447,470,Wed
5553957443,5/5/2016,1,419,464,Thu
5553957443,5/6/2016,1,400,434,Fri
5553957443,5/7/2016,1,442,470,Sat
5553957443,5/8/2016,1,568,608,Sun
5553957443,5/9/2016,1,453,494,Mon
5553957443,5/10/2016,1,418,443,Tue
5553957443,5/11/2016,1,463,486,Wed
5553957443,5/12/2016,1,438,475,Thu
5577150313,4/12/2016,1,419,438,Tue
5577150313,4/13/2016,1,432,458,Wed
5577150313,4/14/2016,1,477,497,Thu
5577150313,4/15/2016,1,392,413,Fri
5577150313,4/16/2016,1,406,445,Sat
5577150313,4/17/2016,1,549,583,Sun
5577150313,4/18/2016,1,527,553,Mon
5577150313,4/19/2016,1,449,465,Tue
5577150313,4/20/2016,1,447,480,Wed
5577150313,4/21/2016,1,414,437,Thu
5577150313,4/22/2016,1,338,366,Fri
5577150313,4/23/2016,1,384,402,Sat
5577150313,4/24/2016,1,543,615,Sun
5577150313,4/25/2016,1,421,461,Mon
5577150313,4/26/2016,1,354,377,Tue
5577150313,4/27/2016,1,424,452,Wed
5577150313,4/28/2016,1,361,372,Thu
5577150313,4/29/2016,1,459,485,Fri
5577150313,4/30/2016,1,412,433,Sat
5577150313,5/1/2016,1,379,398,Sun
5577150313,5/2/2016,2,525,553,Mon
5577150313,5/3/2016,1,508,543,Tue
5577150313,5/4/2016,1,603,634,Wed
5577150313,5/5/2016,1,74,78,Thu
5577150313,5/10/2016,1,504,562,Tue
5577150313,5/11/2016,1,431,476,Wed
6117666160,4/16/2016,1,380,398,Sat
6117666160,4/17/2016,2,336,350,Sun
6117666160,4/18/2016,2,493,510,Mon
6117666160,4/19/2016,1,465,492,Tue
6117666160,4/20/2016,1,474,502,Wed
6117666160,4/21/2016,1,508,550,Thu
6117666160,4/22/2016,1,480,546,Fri
6117666160,4/23/2016,1,492,539,Sat
6117666160,4/24/2016,1,353,367,Sun
6117666160,4/27/2016,1,542,557,Wed
6117666160,4/28/2016,1,393,416,Thu
6117666160,4/29/2016,1,600,636,Fri
6117666160,5/1/2016,1,507,575,Sun
6117666160,5/5/2016,1,392,415,Thu
6117666160,5/6/2016,2,658,698,Fri
6117666160,5/7/2016,2,498,507,Sat
6117666160,5/8/2016,1,555,603,Sun
6117666160,5/9/2016,1,492,522,Mon
6775888955,4/13/2016,1,235,260,Wed
6775888955,4/14/2016,1,423,441,Thu
6775888955,4/15/2016,1,391,406,Fri
6962181067,4/12/2016,1,366,387,Tue
6962181067,4/13/2016,3,630,679,Wed
6962181067,4/14/2016,2,508,535,Thu
6962181067,4/15/2016,1,370,386,Fri
6962181067,4/16/2016,1,357,366,Sat
6962181067,4/17/2016,1,427,446,Sun
6962181067,4/18/2016,1,442,458,Mon
6962181067,4/19/2016,1,476,535,Tue
6962181067,4/20/2016,1,418,424,Wed
6962181067,4/21/2016,1,451,457,Thu
6962181067,4/22/2016,1,425,435,Fri
6962181067,4/23/2016,1,528,546,Sat
6962181067,4/24/2016,1,511,514,Sun
6962181067,4/25/2016,1,400,415,Mon
6962181067,4/26/2016,1,441,446,Tue
6962181067,4/27/2016,1,455,467,Wed
6962181067,4/28/2016,1,440,453,Thu
6962181067,4/29/2016,1,433,447,Fri
6962181067,4/30/2016,1,422,424,Sat
6962181067,5/1/2016,1,411,426,Sun
6962181067,5/2/2016,1,466,482,Mon
6962181067,5/3/2016,1,394,418,Tue
6962181067,5/4/2016,1,442,455,Wed
6962181067,5/5/2016,1,467,491,Thu
6962181067,5/6/2016,1,443,462,Fri
6962181067,5/7/2016,1,298,334,Sat
6962181067,5/8/2016,1,541,569,Sun
6962181067,5/9/2016,1,489,497,Mon
6962181067,5/10/2016,1,469,481,Tue
6962181067,5/11/2016,1,452,480,Wed
6962181067,5/12/2016,1,516,535,Thu
7007744171,4/16/2016,1,79,82,Sat
7007744171,5/1/2016,1,58,61,Sun
7086361926,4/12/2016,1,514,525,Tue
7086361926,4/13/2016,1,451,465,Wed
7086361926,4/14/2016,1,472,476,Thu
7086361926,4/15/2016,1,377,386,Fri
7086361926,4/19/2016,1,472,483,Tue
7086361926,4/20/2016,1,492,502,Wed
7086361926,4/21/2016,1,390,411,Thu
7086361926,4/22/2016,1,428,448,Fri
7086361926,4/24/2016,1,681,704,Sun
7086361926,4/25/2016,1,446,447,Mon
7086361926,4/26/2016,1,485,500,Tue
7086361926,4/27/2016,1,469,479,Wed
7086361926,4/28/2016,1,354,367,Thu
7086361926,4/30/2016,1,485,489,Sat
7086361926,5/1/2016,1,388,407,Sun
7086361926,5/2/2016,1,440,459,Mon
7086361926,5/3/2016,1,456,461,Tue
7086361926,5/4/2016,1,420,436,Wed
7086361926,5/6/2016,1,322,333,Fri
7086361926,5/7/2016,1,530,548,Sat
7086361926,5/8/2016,1,481,510,Sun
7086361926,5/9/2016,1,427,438,Mon
7086361926,5/11/2016,1,451,463,Wed
7086361926,5/12/2016,1,444,457,Thu
8053475328,4/20/2016,1,486,493,Wed
8053475328,4/23/2016,1,331,337,Sat
8053475328,5/7/2016,1,74,75,Sat
8378563200,4/12/2016,1,338,356,Tue
8378563200,4/13/2016,2,447,487,Wed
8378563200,4/14/2016,1,424,455,Thu
8378563200,4/15/2016,1,513,533,Fri
8378563200,4/16/2016,2,611,689,Sat
8378563200,4/17/2016,2,525,591,Sun
8378563200,4/18/2016,1,398,451,Mon
8378563200,4/19/2016,1,387,421,Tue
8378563200,4/20/2016,1,381,409,Wed
8378563200,4/21/2016,1,396,417,Thu
8378563200,4/22/2016,1,441,469,Fri
8378563200,4/23/2016,1,565,591,Sat
8378563200,4/24/2016,1,458,492,Sun
8378563200,4/25/2016,1,388,402,Mon
8378563200,4/25/2016,1,388,402,Mon
8378563200,4/26/2016,1,550,584,Tue
8378563200,4/27/2016,1,531,600,Wed
8378563200,4/28/2016,1,506,556,Thu
8378563200,4/29/2016,1,527,562,Fri
8378563200,4/30/2016,1,468,555,Sat
8378563200,5/1/2016,1,475,539,Sun
8378563200,5/2/2016,1,351,385,Mon
8378563200,5/3/2016,1,405,429,Tue
8378563200,5/4/2016,1,441,477,Wed
8378563200,5/5/2016,1,381,417,Thu
8378563200,5/6/2016,1,323,355,Fri
8378563200,5/7/2016,2,459,513,Sat
8378563200,5/8/2016,1,545,606,Sun
8378563200,5/9/2016,1,359,399,Mon
8378563200,5/10/2016,1,342,391,Tue
8378563200,5/11/2016,1,368,387,Wed
8378563200,5/12/2016,1,496,546,Thu
8792009665,4/12/2016,1,458,493,Tue
8792009665,4/13/2016,1,531,552,Wed
8792009665,4/14/2016,1,486,503,Thu
8792009665,4/15/2016,1,363,377,Fri
8792009665,4/20/2016,1,528,547,Wed
8792009665,4/22/2016,1,391,407,Fri
8792009665,4/23/2016,1,339,360,Sat
8792009665,4/27/2016,1,423,428,Wed
8792009665,4/28/2016,1,402,416,Thu
8792009665,4/29/2016,1,398,406,Fri
8792009665,4/30/2016,1,343,360,Sat
8792009665,5/1/2016,1,503,527,Sun
8792009665,5/2/2016,1,415,423,Mon
8792009665,5/3/2016,1,516,545,Tue
8792009665,5/4/2016,1,439,463,Wed
